city,item,course_type,flagged_color,current_color,in_city_list,confidence,richness_score,spice_level,texture
bangalore,imli_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,inji_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,italian_chop_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,jodhapuri_aloo_pyaz_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,jodhpuri_veg_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,jolly_cranberry_juice_sangria,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,kabuli_chana_kofta_biryani,rice,red,red,yes,0.666,4,0,grainy
bangalore,kache_kela_kofta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,kachhe_kele_ki_sukhi_subji,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,kachori_chaat,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,kaddu_ki_kheer,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,kadle_sukka,veg_dry,green,green,yes,0.666,2,1,crisp
bangalore,kala_chana_masala_curry,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,kali_mirch_rasam,rasam,brown,brown,yes,0.666,1,2,saucy
bangalore,kali_mirch_veg_kofta_curry,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,karamani_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,karavepille_egg_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,karchi_bombay_halwa,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,karnataka_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,karnataka_stlye_menthiya_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,karuvepillai_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,kerala_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,kerala_egg_roast,nonveg_main,brown,brown,yes,0.666,3,3,crisp
bangalore,kerala_nadan_kozhi_curry,nonveg_main,red,red,yes,0.666,2,1,saucy
bangalore,kerala_style_anda_roast,nonveg_main,brown,brown,yes,0.666,3,3,crisp
bangalore,kerala_vegetable_stew,veg_gravy,white,white,yes,0.666,2,0,saucy
bangalore,kesar_doodh_peda,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,kiwi_pastry,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,kollu_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,kothamalli_karunjeeragam_lemon_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,kottambari_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,kovakai_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,kovakkai_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,kovakkai_thoran,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,kumblekai_majjige_huli,curd_side,red,red,yes,0.666,1,0,saucy
bangalore,lemon_chicken_dry,nonveg_main,green,green,yes,0.666,3,1,saucy
bangalore,lemon_ginger_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,long_beans_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,louki_lobia_masala,veg_gravy,yellow,yellow,yes,0.666,2,2,saucy
bangalore,louki_soya_chatpata,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,madras_garlic_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,madras_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,malabar_paneer_curry,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,malai_chicken_curry,nonveg_main,red,red,yes,0.666,5,0,saucy
bangalore,malai_lauki_kofta_curry,veg_gravy,red,red,yes,0.666,4,0,saucy
bangalore,malpua_with_rabri,dessert,yellow,yellow,yes,0.666,5,0,soft
bangalore,malvani_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,manga_paruppu_curry,dal,brown,brown,yes,0.666,2,1,saucy
bangalore,manga_paruppu_vada,veg_dry,brown,brown,yes,0.666,4,1,crisp
bangalore,mangalore_chicken_sukka,nonveg_main,green,green,yes,0.666,3,1,crisp
bangalore,mangalore_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,matar_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,matar_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,menthya_bath_udupi_style,rice,green,green,yes,0.666,2,0,grainy
bangalore,menthya_rice,rice,green,green,yes,0.666,2,0,grainy
bangalore,mexican_chicken_and_bean_soup,nonveg_soup,red,red,yes,0.666,1,1,saucy
bangalore,mexican_chicken_soup,nonveg_soup,red,red,yes,0.666,1,1,saucy
bangalore,mexican_chop_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,mexican_street_corn_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,milagu_kai_curry,veg_gravy,green,green,yes,0.666,2,3,saucy
bangalore,milagu_rasam,rasam,brown,brown,yes,0.666,1,3,saucy
bangalore,millet_upma,healthy_rice,brown,brown,yes,0.666,1,0,grainy
bangalore,miloni_subz_dry,veg_dry,red,red,yes,0.666,2,1,dry
bangalore,mix_pasta_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,mix_veg_chatpata,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,mix_veg_corn_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,mix_veg_cutlet,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,mix_veg_jalfrezi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,mix_veg_kathi_roll,starter,brown,brown,yes,0.666,2,1,crisp
bangalore,mix_veg_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,mix_veg_kofta_pulao,rice,red,red,yes,0.666,2,0,grainy
bangalore,mix_veg_paneer_do_pyaza,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,mix_veg_paneer_tikka_biryani,rice,red,red,yes,0.666,4,1,grainy
bangalore,mix_veg_pepper_curry,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,mix_veg_sukha,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,mohabbat_ka_sharbath,welcome_drink,red,red,yes,0.666,1,0,saucy
bangalore,molakekalu_saru,veg_gravy,brown,brown,yes,0.666,2,1,saucy
bangalore,mooli_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,mughlai_chicken_zafrani_curry,nonveg_main,red,red,yes,0.666,5,1,saucy
bangalore,murgh_lababdar,nonveg_main,red,red,yes,0.666,5,1,saucy
bangalore,murgh_nizami,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,mushroom_capsicum_ghee_roast,veg_dry,brown,brown,yes,0.666,4,3,crisp
bangalore,mushroom_chilli,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,mushroom_vegetable_chilli,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,mysore_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,nachos_with_salsa,starter,red,red,yes,0.666,2,1,crisp
bangalore,nadan_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,nadan_kozhi_curry,nonveg_main,red,red,yes,0.666,2,1,saucy
bangalore,nallampatti_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,narthangai_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,nati_style_chicken_masala,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,nati_style_kozhi_saru,nonveg_main,brown,brown,yes,0.666,2,1,saucy
bangalore,nawabi_anda_masala,nonveg_main,red,red,yes,0.666,5,2,saucy
bangalore,nellikayi_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,nilgiri_chicken_curry,nonveg_main,white,white,yes,0.666,3,1,saucy
bangalore,nilgiri_mushroom_peas_curry,veg_gravy,white,white,yes,0.666,2,1,saucy
bangalore,nimbu_sharbath,welcome_drink,red,red,yes,0.666,1,0,saucy
bangalore,nizami_chicken_biryani,nonveg_main,red,red,yes,0.666,5,1,grainy
bangalore,nizami_murgh,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,nizami_murgh_handi,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,nizami_veg_biryani,rice,red,red,yes,0.666,4,0,grainy
bangalore,onion_and_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,onion_cucumber_and_lemon_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,onion_lemon_and_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,onion_vegetable_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,paan_burfi,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,pad_thai_noodle_with_soya_garlic_veg,starter,brown,brown,yes,0.666,2,1,grainy
bangalore,padavalkai_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,panchmel_sukhi_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,paneer_bhuna_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
bangalore,paneer_capsicum,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,paneer_capsicum_lababdar,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,paneer_chilli,sambar,red,red,yes,0.666,4,2,saucy
bangalore,paneer_chillly,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,paneer_cutlet,starter,brown,brown,yes,0.666,5,1,crisp
bangalore,paneer_dopyaza,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,paneer_in_chilli_basil_sauce,veg_gravy,green,green,yes,0.666,4,2,saucy
bangalore,paneer_mutter_and_aloo_curry,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,paneer_mutter_sabzi,veg_gravy,green,green,yes,0.666,4,1,saucy
bangalore,paneer_noodles,rice,red,red,yes,0.666,4,0,saucy
bangalore,panner_kofta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,paruppu_curry,dal,red,red,yes,0.666,2,1,saucy
bangalore,pasta_olive_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,pasta_with_olives_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,patta_gobi_aloo_mutter_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,peanut_and_veg_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,peanut_kosambari,salad,green,green,yes,0.666,1,0,fresh
bangalore,peanut_sundal,salad,green,green,yes,0.666,2,0,fresh
bangalore,pepper_and_garlic_mix_rasam,rasam,brown,brown,yes,0.666,1,2,saucy
bangalore,pepper_egg_dry,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,pepper_jeera_rasam,rasam,brown,brown,yes,0.666,1,2,saucy
bangalore,peshwari_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,pickled_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,pista_roll,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,pock_choy_and_tofu_in_black_bean_sauce,healthy_rice,red,red,yes,0.666,2,0,saucy
bangalore,poondu_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,potato_and_leek_soup,soup,white,white,yes,0.666,1,0,saucy
bangalore,potato_mayonnaise_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,potato_mushroom_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,potato_wedges,starter,red,red,yes,0.666,2,1,crisp
bangalore,protein_mix_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,puli_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,punjabi_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,punjabi_paneer_curry,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,punjabi_paneer_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
bangalore,punjabi_style_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,pyaaz_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,radish_carrot_cucumber_and_capsicum,salad,red,red,yes,0.666,1,0,fresh
bangalore,radish_carrot_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,railway_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,rainbow_pastry,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,rajasthani_gatte_ki_curry,veg_gravy,green,green,yes,0.666,2,1,saucy
bangalore,rajasthani_veg_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,rajma_chawal,rice,red,red,yes,0.666,2,0,saucy
bangalore,ratatouille_vegetables,healthy_rice,red,red,yes,0.666,2,0,saucy
bangalore,rava_laddu,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,rava_ladoo,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,raw_banana_pakoda,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,raw_banana_vepudu,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,red_velvet_pastry_egg_less,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,redrice_pulao,healthy_rice,brown,brown,yes,0.666,2,0,grainy
bangalore,ridgeguard_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,saagwala_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,sabzi_banjara_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,sabzi_dhansak,veg_gravy,green,green,yes,0.666,2,1,saucy
bangalore,sabzi_jaipuri,veg_gravy,green,green,yes,0.666,2,1,saucy
bangalore,sabzi_ki_tehri,rice,green,green,yes,0.666,2,0,saucy
bangalore,sabzi_nizami_handi,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,sabzi_pudinawale_pulao,rice,green,green,yes,0.666,2,0,grainy
bangalore,sabzi_pulao,rice,green,green,yes,0.666,2,0,grainy
bangalore,sabzi_sukdo,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,saffron_vegetable_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,sesame_hot_and_sour_paneer,veg_gravy,brown,brown,yes,0.666,5,1,saucy
bangalore,shimla_mirch_pyaaz_ki_sabzi,veg_dry,green,green,yes,0.666,2,2,dry
bangalore,shredded_carrot_and_raisin_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,shredded_cucumber_and_radish_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,shredded_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,shrikhand_dry_fruit,dessert,green,green,yes,0.666,4,0,fresh
bangalore,sindhi_sui_bhaji,veg_gravy,yellow,yellow,yes,0.666,2,1,saucy
bangalore,singaporean_curry_noodles,starter,red,red,yes,0.666,2,1,saucy
bangalore,singaporean_egg_fried_rice,nonveg_main,brown,brown,yes,0.666,5,1,crisp
bangalore,sliced_cucumber_and_radish_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,sliced_cucumber_carrot_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,small_onion_drumstick_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,snake_gourd_chana_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,snake_gourd_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,southekayi_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,soya_aloo_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,soya_bean_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,soya_chatpata,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,soya_egg_chilli,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,soya_ghee_roast,veg_dry,brown,brown,yes,0.666,4,3,crisp
bangalore,soya_kheema_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,soya_pepper_dry,veg_dry,green,green,yes,0.666,2,2,dry
bangalore,soya_veg_cutlet,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,soyabean_chunk_mutter_sukha,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,spicy_masala_baby_potatoes,veg_dry,red,red,yes,0.666,2,2,saucy
bangalore,spicy_onion_cucumber_salad,salad,green,green,yes,0.666,1,1,fresh
bangalore,sprouted_kala_chana_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,st_german_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,steamed_paruppu_urundai_curry,sambar,red,red,yes,0.666,1,0,saucy
bangalore,stuffd_bread_pakoda,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,subz_miloni_dry,veg_dry,red,red,yes,0.666,2,1,dry
bangalore,subz_miloni_handi,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,sukhi_miloni_subz,veg_dry,red,red,yes,0.666,2,1,dry
bangalore,sundal,salad,green,green,yes,0.666,1,0,fresh
bangalore,sweet_and_sour_chilli_paneer,veg_gravy,brown,brown,yes,0.666,4,1,saucy
bangalore,sweet_and_sour_paneer,veg_gravy,brown,brown,yes,0.666,4,0,saucy
bangalore,sweet_potato_kheer,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,swiss_roll,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,tamilnadu_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,tamilnadu_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,tawa_anda_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,tawa_chicken,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,tawa_mix_veg,veg_dry,brown,brown,yes,0.666,2,1,dry
bangalore,tawa_mix_veg_dry,veg_dry,brown,brown,yes,0.666,2,1,dry
bangalore,temple_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,temple_style_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,tempura_vegetables,veg_dry,brown,brown,yes,0.666,2,1,dry
bangalore,tendly_bhaji_marati_style,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,thakkali_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,thalassery_ghee_rice,rice,brown,brown,yes,0.666,4,2,grainy
bangalore,thandai_burfi,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,thengai_manga_sadam,rice,brown,brown,yes,0.666,2,0,saucy
bangalore,thengai_sadam,rice,brown,brown,yes,0.666,2,0,saucy
bangalore,thi_basil_rice_basmati_rice,rice,yellow,yellow,yes,0.666,2,0,grainy
bangalore,thondekai_sukka,veg_dry,green,green,yes,0.666,2,1,crisp
bangalore,tikki_poori,starter,brown,brown,yes,0.666,4,1,crisp
bangalore,tinda_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,tindore_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,traditional_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,trivankur_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,tropical_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,udupi_mix_veg_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,udupi_style_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,urulai_battani_masala,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,urulai_chutney_podi_vathakal_red_baby_potato,veg_dry,red,red,yes,0.666,2,1,dry
bangalore,varutharacha_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,varutharacha_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,varutharacha_soya_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,vazakkai_gola_urundai_oil_fry,veg_dry,red,red,yes,0.666,4,1,crisp
bangalore,veg_ball_chilli,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,veg_ball_chilli_dry,veg_dry,red,red,yes,0.666,2,2,dry
bangalore,veg_ball_pepper_dry,veg_dry,red,red,yes,0.666,2,2,dry
bangalore,veg_chettinad_biryani,rice,red,red,yes,0.666,4,2,grainy
bangalore,veg_garlic_fried_rice,rice,brown,brown,yes,0.666,4,0,crisp
bangalore,veg_handi_biryani,rice,red,red,yes,0.666,4,0,grainy
bangalore,veg_kathi_roll,starter,brown,brown,yes,0.666,2,1,crisp
bangalore,veg_paneer_dum_biryani,rice,red,red,yes,0.666,4,0,grainy
bangalore,veg_pepper_dry,veg_dry,green,green,yes,0.666,2,2,dry
bangalore,veg_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,veg_yakhni_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,vegetable_paneer_chilli,veg_gravy,red,red,yes,0.666,4,2,saucy
bangalore,vegetable_stew,veg_gravy,white,white,yes,0.666,2,0,saucy
bangalore,vegetable_tempura,starter,brown,brown,yes,0.666,2,1,crisp
bangalore,vendakkai_vengayam_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,village_style_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,waldrof_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,water_melon_and_basil_juice,welcome_drink,green,green,yes,0.666,1,0,fresh
bangalore,watermelon_and_basil_infused_water,infused_water,green,green,yes,0.666,1,0,fresh
bangalore,watermelon_and_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,watermelon_basil_cooler,welcome_drink,green,green,yes,0.666,1,0,saucy
bangalore,watermelon_fresh,welcome_drink,green,green,yes,0.666,1,0,saucy
bangalore,white_bean_salad_with_lemon_dressing,salad,green,green,yes,0.666,1,0,fresh
bangalore,white_beans_and_veggies_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,yam_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,zafrani_kheer,dessert,brown,brown,yes,0.666,5,0,soft
chennai,chilli_idli,bread,red,red,yes,0.666,1,1,soft
chennai,karamani_sundal,salad,green,green,yes,0.666,1,0,fresh
chennai,peanut_sundal,salad,green,green,yes,0.666,2,0,fresh
chennai,valakai_kara_curry,veg_gravy,red,red,yes,0.666,2,2,saucy
chennai,white_sundal,salad,green,green,yes,0.666,1,0,fresh
ncr,a_pastry,dessert,brown,brown,yes,0.666,4,0,soft
ncr,angoori_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,angoori_kofta_gutta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,assorted_icecream,veg_gravy,green,green,yes,0.666,2,1,saucy
ncr,awadhi_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,badami_halwa,dessert,brown,brown,yes,0.666,5,0,soft
ncr,bhindi_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
ncr,boiled_hara_moong_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,carrot_and_peas_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,chana_almond_burfi,dessert,brown,brown,yes,0.666,5,0,soft
ncr,chana_chaat_salad,salad,green,green,yes,0.666,1,0,crisp
ncr,chana_flaxseeds_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,chettinad_veggies_masala,veg_gravy,red,red,yes,0.666,2,3,saucy
ncr,chicken_afghani,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,chicken_chettinad,nonveg_main,red,red,yes,0.666,3,3,saucy
ncr,chicken_curry_home_styal,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,chicken_curry_patta,nonveg_main,green,green,yes,0.666,3,1,saucy
ncr,chicken_malai_curry,nonveg_main,red,red,yes,0.666,5,0,saucy
ncr,chicken_punjabi_dhaba_style,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
ncr,chicken_tari_wala,nonveg_main,white,white,yes,0.666,3,1,saucy
ncr,chilli_chiken,veg_gravy,red,red,yes,0.666,2,2,saucy
ncr,chinese_veg_in_sweet_n_sour,veg_gravy,brown,brown,yes,0.666,2,0,saucy
ncr,choco_muffin,veg_gravy,brown,brown,yes,0.666,2,1,saucy
ncr,chole_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,cooker_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,corn_n_peanut_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,corn_pepper_salad,salad,green,green,yes,0.666,1,1,fresh
ncr,dhaba_chicken,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
ncr,dhaba_chicken_curry,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
ncr,dhaba_style_aloo_tamatari,veg_gravy,yellow,yellow,yes,0.666,2,1,saucy
ncr,dhaba_style_bhuna_vegetables,veg_gravy,yellow,yellow,yes,0.666,2,2,saucy
ncr,dhaba_style_cholley,dal,yellow,yellow,yes,0.666,2,1,saucy
ncr,dhaniya_adraki_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,dhaniya_hingdar_jeera_aloo,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,dhaniya_rice,rice,red,red,yes,0.666,2,0,grainy
ncr,doodh_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,drumstick_aloo_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,dry_fruit_pulao,dessert,brown,brown,yes,0.666,4,0,fresh
ncr,flaxiseed_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,fried_aloo_pudhina,veg_dry,brown,brown,yes,0.666,4,1,crisp
ncr,ghee_dum_rice,rice,brown,brown,yes,0.666,4,2,grainy
ncr,ghiya_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,ghiya_kofta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,ghiya_kofta_in_chop_masala,veg_gravy,red,red,yes,0.666,2,2,saucy
ncr,goan_chicken,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,halwa,dessert,brown,brown,yes,0.666,5,0,soft
ncr,handi_chicken,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,handi_subz,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,haryali_chicken,nonveg_main,green,green,yes,0.666,3,1,saucy
ncr,hyderabadi_paneer_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
ncr,idli_vada,bread,brown,brown,yes,0.666,2,0,crisp
ncr,inji_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
ncr,jodhpuri_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,jungli_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,kala_chana_sprout_mix_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,kalongi_wale_baingan,veg_dry,red,red,yes,0.666,2,1,dry
ncr,katha_meetha_pertha,veg_dry,red,red,yes,0.666,2,1,dry
ncr,khade_masale_ka_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,khoya_cutlet,veg_gravy,brown,brown,yes,0.666,5,1,crisp
ncr,khoya_roll,veg_gravy,brown,brown,yes,0.666,4,1,saucy
ncr,kidney_beans_relish,salad,red,red,yes,0.666,1,0,fresh
ncr,kidney_beans_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,konkani_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,kundru_masala,veg_dry,red,red,yes,0.666,2,2,saucy
ncr,lahori_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,lauki_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,lauki_tamatri_dry,veg_dry,green,green,yes,0.666,2,1,dry
